context_len,gamma,alpha,base_energy_per_tok,base_latency_per_tok,spec_energy_per_tok,spec_latency_per_tok,latency_speedup,energy_ratio
128,3,0.82,0.1370339195997999,0.004476496415160606,0.12438374501129715,0.0017737670880119392,2.5237227849220725,0.9076858151219281
