study,setting,arch,draft,target,ctx,batch,method,gamma,alpha,tpot,throughput,speedup
batch_bw,tpu_v4,hier,gpt3_6.7b,gpt3_175b,2048,16,spec,4,0.8,0.0022224773793451,7199.173385834007,1.930516239963663
batch_bw,tpu_v8,hier,gpt3_6.7b,gpt3_175b,2048,64,baseline,0,0.0,0.0037808423735441,16927.444647740405,1.0
batch_bw,tpu_v8,hier,gpt3_6.7b,gpt3_175b,2048,64,spec,4,0.8,0.0028078681234677,22793.093260006328,1.3465170753371158
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,baseline,0,0.0,0.0243828410475543,10499.186682172003,1.0
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,1,0.6,0.0199069994376088,12859.798424284749,1.2248375815739276
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,1,0.7,0.0187359994706907,13663.535825802544,1.301389930422298
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,1,0.8,0.0176951106112078,14467.273227320342,1.3779422792706686
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,1,0.9,0.0167637890000916,15271.01062883814,1.4544946281190392
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,2,0.6,0.0204088971845893,12543.548908331251,1.1947162468908803
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,2,0.7,0.0182654970236507,14015.495974104815,1.3349125411688916
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,2,0.8,0.0163940321646701,15615.43843690217,1.4872998175580343
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,2,0.9,0.0147606784065664,17343.37629672331,1.6518780760583085
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,4,0.6,0.025598098429689,10000.742856082144,0.9525254820988908
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,4,0.7,0.0212826712846601,12028.565238636967,1.145666383764935
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,4,0.8,0.0175568109648652,14581.235767264809,1.3887966952739554
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,4,0.9,0.0144120963442873,17762.856553583446,1.69183167147084
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,8,0.6,0.0392183877737957,6527.550328599939,0.6217196175475147
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,8,0.7,0.030341767343204,8437.214520311682,0.8036064864565532
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,8,0.8,0.0224208545495612,11417.941249032818,1.0875072131464136
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,256,spec,8,0.9,0.0158441296546242,16157.403756493764,1.5389195606865067
batch_ratio,gpt3_6.7b->gpt3_30b,kv_buffer,gpt3_6.7b,gpt3_30b,2048,512,baseline,0,0.0,0.0260433057987938,19659.56257456808,1.0
batch_ratio,gpt3_6.7b->gpt3_30b,kv_buffer,gpt3_6.7b,gpt3_30b,2048,512,spec,4,0.8,0.0265235671293561,19303.587541711964,0.9818930339113136
batch_ratio,gpt3_6.7b->gpt3_175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,2,baseline,0,0.0,0.0031184772913235,641.3386448458534,1.0
batch_ratio,gpt3_6.7b->gpt3_175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,2,spec,4,0.8,0.001387337364048,1441.6104199517142,2.2478146787773987
batch_bw,edge,hier,gpt3_6.7b,gpt3_175b,2048,8,baseline,0,0.0,0.0222306799419698,359.86303706782337,1.0
batch_bw,edge,hier,gpt3_6.7b,gpt3_175b,2048,8,spec,4,0.8,0.0107143714904794,746.6606890668867,2.0748468504870745
batch_bw,tpu_v4,hier,gpt3_6.7b,gpt3_175b,2048,32,baseline,0,0.0,0.0056300162507341,5683.820183614464,1.0
batch_bw,tpu_v4,hier,gpt3_6.7b,gpt3_175b,2048,32,spec,4,0.8,0.0031769230814297,10072.63921089303,1.7721600764096697
batch_bw,tpu_v8,hier,gpt3_6.7b,gpt3_175b,2048,128,baseline,0,0.0,0.007186893767539,17810.197860184988,1.0
batch_bw,tpu_v8,hier,gpt3_6.7b,gpt3_175b,2048,128,spec,4,0.8,0.0055636888910302,23006.318740496143,1.291749756016309
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,baseline,0,0.0,0.0460495826009719,11118.45039805407,1.0
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,1,0.6,0.037911503287944,13505.135792460587,1.214659894945813
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,1,0.7,0.0356814148592414,14349.206779489374,1.290576138379926
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,1,0.8,0.033699114033728,15193.27776651816,1.366492381814039
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,1,0.9,0.0319254764530054,16037.348753546949,1.4424086252481527
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,2,0.6,0.0404832092207081,12647.21868290274,1.1374983230681346
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,2,0.7,0.0362315479783506,14131.331079365817,1.2709802691424563
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,2,0.8,0.032519299210077,15744.496727695248,1.4160693409623717
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,2,0.9,0.0292793690304752,17486.71562789103,1.5727655385278798
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,4,0.6,0.0506273324501117,10113.11430450194,0.9095794775746732
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,4,0.7,0.042092379538054,12163.721928267836,1.094012339201217
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,4,0.8,0.0347234583820137,14745.0750546555,1.326180765013455
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,4,0.9,0.028503913871939,17962.445518895685,1.6155529660895405
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,8,0.6,0.0773768347609622,6616.967488805986,0.5951339666869473
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,8,0.7,0.0598634990202055,8552.791072689994,0.7692430839271349
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,8,0.8,0.0442357489983342,11574.349063678805,1.0410037954303888
batch_main,6.7b->175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,512,spec,8,0.9,0.0312600459072483,16378.734743997322,1.473113082994362
batch_ratio,gpt3_1.3b->gpt3_13b,kv_buffer,gpt3_1.3b,gpt3_13b,2048,1,baseline,0,0.0,0.0005472160527588,1827.4317702456888,1.0
batch_ratio,gpt3_1.3b->gpt3_13b,kv_buffer,gpt3_1.3b,gpt3_13b,2048,1,spec,4,0.8,0.0002775696890404,3602.698851798365,1.9714546449600137
batch_ratio,gpt3_6.7b->gpt3_175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,4,baseline,0,0.0,0.0032859132529949,1217.317589365498,1.0
batch_ratio,gpt3_6.7b->gpt3_175b,kv_buffer,gpt3_6.7b,gpt3_175b,2048,4,spec,4,0.8,0.0015066430508354,2654.908870274257,2.1809500605820324
batch_bw,edge,hier,gpt3_6.7b,gpt3_175b,2048,16,baseline,0,0.0,0.026341967898702,607.3957747396839,1.0
batch_bw,edge,hier,gpt3_6.7b,gpt3_175b,2048,16,spec,4,0.8,0.0136430285902805,1172.7601312364427,1.9308006081192468
batch_bw,tpu_v4,hier,gpt3_6.7b,gpt3_175b,2048,64,baseline,0,0.0,0.0083089912882314,7702.499350390101,1.0
batch_bw,tpu_v4,hier,gpt3_6.7b,gpt3_175b,2048,64,spec,4,0.8,0.0050858145288874,12584.021622589707,1.6337582192658513
batch_bw,tpu_v8,hier,gpt3_6.7b,gpt3_175b,2048,256,baseline,0,0.0,0.014373787535078,17810.197860184988,1.0
batch_bw,tpu_v8,hier,gpt3_6.7b,gpt3_175b,2048,256,spec,4,0.8,0.0111273777820605,23006.318740496143,1.291749756016309
