experiment,arch,ctx,gamma,alpha,draft,target,bits,base_E,base_L,spec_E,spec_L,round_E,round_L,yield,latency_speedup,energy_ratio
scheduler,kv_buffer,512,1,0.7,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1079984231750733,0.0019454652733026,0.1835973193976246,0.0033072909646145,1.6999999999999995,1.527818894669801,0.655019653253642
scheduler,kv_buffer,512,1,0.75,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1049127539414997,0.0018898805512083,0.1835973193976246,0.0033072909646145,1.75,1.5727547445130308,0.6363048060178236
scheduler,kv_buffer,512,1,0.8,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1019985107764581,0.0018373838692303,0.1835973193976246,0.0033072909646145,1.7999999999999998,1.61769059435626,0.6186296725173286
scheduler,kv_buffer,512,1,0.85,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.0992417942689862,0.0017877248457376,0.1835973193976246,0.0033072909646145,1.8500000000000003,1.6626264441994898,0.6019099516384817
scheduler,kv_buffer,512,1,0.9,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.0966301681040129,0.0017406794550603,0.1835973193976246,0.0033072909646145,1.9,1.7075622940427189,0.5860702160690481
scheduler,kv_buffer,512,1,0.95,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.0941524714859614,0.0016960466485202,0.1835973193976246,0.0033072909646145,1.9499999999999988,1.7524981438859475,0.5710427746313805
scheduler,kv_buffer,512,2,0.2,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1862132773822284,0.0029379533670841,0.2309044639539632,0.0036430621751843,1.24,1.0116969985897746,1.1293994189563656
scheduler,kv_buffer,512,2,0.25,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.175927210631591,0.0027756664191881,0.2309044639539632,0.0036430621751843,1.3125,1.070848637620225,1.0670135462902046
scheduler,kv_buffer,512,2,0.3,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1661183193913404,0.002620908039701,0.2309044639539632,0.0036430621751843,1.39,1.134079700032086,1.0075217838171897
scheduler,kv_buffer,512,2,0.35,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1568111809534555,0.002474065993334,0.2309044639539632,0.0036430621751843,1.4725,1.2013901858253573,0.9510731949106238
scheduler,kv_buffer,512,2,0.4,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1480156820217713,0.0023352962661438,0.2309044639539632,0.0036430621751843,1.56,1.2727800950000392,0.8977277432730086
scheduler,kv_buffer,512,2,0.45,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1397303866589792,0.0022045762028347,0.2309044639539632,0.0036430621751843,1.6525,1.3482494275561312,0.8474767198220233
scheduler,kv_buffer,512,2,0.5,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1319454079736932,0.002081749814391,0.2309044639539632,0.0036430621751843,1.75,1.4277981834936335,0.8002601597176534
scheduler,kv_buffer,512,2,0.55,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1246447848604389,0.0019665652767527,0.2309044639539632,0.0036430621751843,1.8525,1.5114263628125464,0.7559812574930599
scheduler,kv_buffer,512,2,0.6,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1178083999765118,0.0018587051914206,0.2309044639539632,0.0036430621751843,1.96,1.5991339655128696,0.7145179997479049
scheduler,kv_buffer,512,2,0.65,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1114134928607784,0.0017578104584725,0.2309044639539632,0.0036430621751843,2.0725,1.6909209915946033,0.6757323423430125
scheduler,kv_buffer,512,2,0.7,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.1054358282894809,0.0016634987101298,0.2309044639539632,0.0036430621751843,2.19,1.7867874410577471,0.6394772965780335
scheduler,kv_buffer,512,2,0.75,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.0998505790071192,0.0015753782379175,0.2309044639539632,0.0036430621751843,2.3125,1.8867333139023013,0.6056022830295755
scheduler,kv_buffer,512,2,0.8,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.0946329770303128,0.0014930582685181,0.2309044639539632,0.0036430621751843,2.44,1.9907586101282664,0.5739570817647104
scheduler,kv_buffer,512,2,0.85,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.0897587809344852,0.0014161563363204,0.2309044639539632,0.0036430621751843,2.5725,2.0988633297356416,0.5443946664745941
scheduler,kv_buffer,512,2,0.9,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.0852045992450049,0.0013443033856768,0.2309044639539632,0.0036430621751843,2.7099999999999995,2.2110474727244265,0.5167731658693334
scheduler,kv_buffer,512,2,0.95,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.0809481030513455,0.0012771471253933,0.2309044639539632,0.0036430621751843,2.8525,2.327311039094622,0.4909571532010144
scheduler,kv_buffer,512,3,0.2,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.2222492097053481,0.0031881794509079,0.2773670137122744,0.0039788479547331,1.2479999999999998,0.9322933822402354,1.3479604238397185
scheduler,kv_buffer,512,3,0.25,gpt3_6.7b,gpt3_175b,8,0.1648781416536418,0.0029723186034757,0.2088410456186537,0.0029958384600343,0.2773670137122744,0.0039788479547331,1.328125,0.9921491572819012,1.2666387643873644
