study,setting,arch,ctx,gamma,alpha,draft,target,bits,base_E,base_L,spec_E,spec_L,round_E,round_L,yield,latency_speedup,energy_ratio
kv_org,baseline,baseline,4096,4,0.2,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.2323784229617711,0.0037361230278915,0.2903800773330292,0.0046686593356533,1.2496,0.834558561656887,1.3404483404233385
kv_org,baseline,baseline,4096,4,0.25,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.2179979466195175,0.0035049172725139,0.2903800773330292,0.0046686593356533,1.33203125,0.8896111428313263,1.257496208285657
kv_org,baseline,baseline,4096,4,0.3,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.2037611938341374,0.0032760222690711,0.2903800773330292,0.0046686593356533,1.4251,0.951768090762828,1.1753731290386664
kv_org,baseline,baseline,4096,4,0.35,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.1897436193321299,0.0030506511600643,0.2903800773330292,0.0046686593356533,1.53038125,1.0220812858408042,1.0945143546374496
kv_org,baseline,baseline,4096,4,0.4,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.176030599741167,0.0028301766098771,0.2903800773330292,0.0046686593356533,1.6496,1.1017027875393732,1.0154123703885811
kv_org,baseline,baseline,4096,4,0.45,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.1627115278481362,0.0026160358537111,0.2903800773330292,0.0046686593356533,1.78463125,1.1918848344173594,0.9385828283534784
kv_org,baseline,baseline,4096,4,0.5,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.1498735883009183,0.0024096306248533,0.2903800773330292,0.0046686593356533,1.9375,1.2939798441182928,0.864528643196389
kv_org,baseline,baseline,4096,4,0.55,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.1375960278897612,0.0022122350336714,0.2903800773330292,0.0046686593356533,2.11038125,1.4094404133704093,0.7937069409581815
kv_org,baseline,baseline,4096,4,0.6,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.1259455574830973,0.002024921641071,0.2903800773330292,0.0046686593356533,2.3056,1.5398193179866506,0.7265025356492901
kv_org,baseline,baseline,4096,4,0.65,gpt3_6.7b,gpt3_175b,8,0.1733587307724084,0.0031180134603303,0.114973267508085,0.0018485118663515,0.2903800773330292,0.0046686593356533,2.52563125,1.6867695128646654,0.6632101365522
