study,setting,arch,ctx,gamma,alpha,draft,target,bits,base_E,base_L,spec_E,spec_L,round_E,round_L,yield,latency_speedup,energy_ratio
kv_org,kv_buffer,kv_buffer,512,8,0.4,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.2087671310253714,0.003395690040964,0.3478540066242932,0.0056579998019898,1.66622976,0.8753209414343253,1.2661935265523452
kv_org,kv_buffer,kv_buffer,512,8,0.45,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.1914645811856838,0.0031142563886197,0.3478540066242932,0.0056579998019898,1.8168060351953124,0.9544232177984414,1.161251831505536
kv_org,kv_buffer,kv_buffer,512,8,0.5,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.1742673692677477,0.0028345361043237,0.3478540066242932,0.0056579998019898,1.99609375,1.0486084826867892,1.0569490214880275
kv_org,kv_buffer,kv_buffer,512,8,0.55,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.1572585361885409,0.0025578798854457,0.3478540066242932,0.0056579998019898,2.2119880742578126,1.1620243078606691,0.9537887479654508
kv_org,kv_buffer,kv_buffer,512,8,0.6,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.140558104497176,0.0022862399520154,0.3478540066242932,0.0056579998019898,2.47480576,1.3000903955228182,0.8524989597005254
kv_org,kv_buffer,kv_buffer,512,8,0.65,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.1243238878472628,0.0020221832131494,0.3478540066242932,0.0056579998019898,2.7979659633203124,1.4698562346616202,0.7540368122838885
kv_org,kv_buffer,kv_buffer,512,8,0.7,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.1087444320621627,0.001768776450345,0.3478540066242932,0.0056579998019898,3.19882131,1.6804376849861218,0.6595458549889641
kv_org,kv_buffer,kv_buffer,512,8,0.75,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.0940232044664077,0.0015293291499383,0.3478540066242932,0.0056579998019898,3.699661254882813,1.9435440719844788,0.5702601374859373
kv_org,kv_buffer,kv_buffer,512,8,0.8,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.0803560012428374,0.0013070260237414,0.3478540066242932,0.0056579998019898,4.32891136,2.274108204033606,0.4873671832035081
kv_org,kv_buffer,kv_buffer,512,8,0.85,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.0679063661558513,0.0011045271836659,0.3478540066242932,0.0056579998019898,5.1225536914453125,2.6910325498830305,0.411858901427269
kv_org,kv_buffer,kv_buffer,512,8,0.9,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.0567851193809015,0.0009236351690498,0.3478540066242932,0.0056579998019898,6.12579511,3.218065642231109,0.3444074276034458
kv_org,kv_buffer,kv_buffer,512,8,0.95,gpt3_6.7b,gpt3_175b,8,0.1648777431312676,0.0029723186034757,0.0470390062616548,0.0007651103136543,0.3478540066242932,0.0056579998019898,7.395011805507812,3.88482360050696,0.2852962769159489
kv_org,kv_buffer,kv_buffer,1024,1,0.2,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1539245261532991,0.0027792019722598,0.1847094313839589,0.0033350423667117,1.2,1.0769753999090592,0.927839343995988
kv_org,kv_buffer,kv_buffer,1024,1,0.25,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1477675451071671,0.0026680338933694,0.1847094313839589,0.0033350423667117,1.25,1.1218493749052705,0.8907257702361485
kv_org,kv_buffer,kv_buffer,1024,1,0.3,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1420841779876607,0.0025654172051629,0.1847094313839589,0.0033350423667117,1.3,1.166723349901481,0.8564670867655274
kv_org,kv_buffer,kv_buffer,1024,1,0.35,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1368218010251547,0.0024704017531198,0.1847094313839589,0.0033350423667117,1.35,1.211597324897692,0.8247460835519894
kv_org,kv_buffer,kv_buffer,1024,1,0.4,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1319353081313992,0.0023821731190798,0.1847094313839589,0.0033350423667117,1.4,1.2564712998939027,0.7952908662822756
kv_org,kv_buffer,kv_buffer,1024,1,0.45,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1273858147475579,0.0023000292184219,0.1847094313839589,0.0033350423667117,1.45,1.301345274890113,0.7678670433070247
kv_org,kv_buffer,kv_buffer,1024,1,0.5,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1231396209226392,0.0022233615778078,0.1847094313839589,0.0033350423667117,1.5,1.346219249886324,0.7422714751967905
kv_org,kv_buffer,kv_buffer,1024,1,0.55,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1191673750864251,0.0021516402365882,0.1847094313839589,0.0033350423667117,1.5500000000000005,1.3910932248825354,0.71832723406141
kv_org,kv_buffer,kv_buffer,1024,1,0.6,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1154433946149743,0.0020844014791948,0.1847094313839589,0.0033350423667117,1.6,1.4359671998787458,0.6958795079969912
kv_org,kv_buffer,kv_buffer,1024,1,0.65,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.111945109929672,0.0020212377980071,0.1847094313839589,0.0033350423667117,1.65,1.4808411748749566,0.6747922501789004
kv_org,kv_buffer,kv_buffer,1024,1,0.7,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1086526066964464,0.0019617896274775,0.1847094313839589,0.0033350423667117,1.6999999999999995,1.5257151498711672,0.6549454192912858
kv_org,kv_buffer,kv_buffer,1024,1,0.75,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1055482465051193,0.0019057384952638,0.1847094313839589,0.0033350423667117,1.75,1.5705891248673782,0.6362326930258204
kv_org,kv_buffer,kv_buffer,1024,1,0.8,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.102616350768866,0.0018528013148398,0.1847094313839589,0.0033350423667117,1.7999999999999998,1.6154630998635888,0.618559562663992
kv_org,kv_buffer,kv_buffer,1024,1,0.85,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.099842935883221,0.0018027256036279,0.1847094313839589,0.0033350423667117,1.8500000000000003,1.6603370748598003,0.6018417366460462
kv_org,kv_buffer,kv_buffer,1024,1,0.9,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0972154902020836,0.001755285456164,0.1847094313839589,0.0033350423667117,1.9,1.705211049856011,0.5860037962079925
kv_org,kv_buffer,kv_buffer,1024,1,0.95,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0947227853251072,0.0017102781367752,0.1847094313839589,0.0033350423667117,1.9499999999999988,1.7500850248522204,0.5709780578436853
kv_org,kv_buffer,kv_buffer,1024,2,0.2,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1871114257171832,0.0029661868012468,0.2320181678893072,0.003678071633546,1.24,1.009084173068406,1.1278861584324869
kv_org,kv_buffer,kv_buffer,1024,2,0.25,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1767757469632817,0.0028023402922255,0.2320181678893072,0.003678071633546,1.3125,1.0680830460905504,1.0655838753952638
kv_org,kv_buffer,kv_buffer,1024,2,0.3,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1669195452441059,0.0026460947003928,0.2320181678893072,0.003678071633546,1.39,1.131150806907326,1.0061718247886933
kv_org,kv_buffer,kv_buffer,1024,2,0.35,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1575675163934175,0.0024978415168394,0.2320181678893072,0.003678071633546,1.4725,1.1982874555187315,0.9497988702589364
kv_org,kv_buffer,kv_buffer,1024,2,0.4,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1487295948008379,0.002357738226632,0.2320181678893072,0.003678071633546,1.56,1.2694929919247686,0.8965248951642844
kv_org,kv_buffer,kv_buffer,1024,2,0.45,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1404043376032116,0.00222576195676,0.2320181678893072,0.003678071633546,1.6525,1.344767416125436,0.8463412020915484
kv_org,kv_buffer,kv_buffer,1024,2,0.5,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1325818102224613,0.0021017552191691,0.2320181678893072,0.003678071633546,1.75,1.424110728120734,0.7991879065464479
kv_org,kv_buffer,kv_buffer,1024,2,0.55,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1252459745691267,0.0019854637697954,0.2320181678893072,0.003678071633546,1.8525,1.5075229279106626,0.7549683327699237
kv_org,kv_buffer,kv_buffer,1024,2,0.6,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1183766162700547,0.0018765671599724,0.2320181678893072,0.003678071633546,1.96,1.595004015495222,0.7135606308450427
kv_org,kv_buffer,kv_buffer,1024,2,0.65,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.111950865085311,0.0017747028388641,0.2320181678893072,0.003678071633546,2.0725,1.6865539908744125,0.6748269415953118
kv_org,kv_buffer,kv_buffer,1024,2,0.7,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.105944368899227,0.0016794847641762,0.2320181678893072,0.003678071633546,2.19,1.782172854048233,0.6386204732677094
kv_org,kv_buffer,kv_buffer,1024,2,0.75,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1003321807088896,0.001590517463155,0.2320181678893072,0.003678071633546,2.3125,1.881860605016684,0.6047908481973119
kv_org,kv_buffer,kv_buffer,1024,2,0.8,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0950894130693882,0.001507406407191,0.2320181678893072,0.003678071633546,2.44,1.985617243779766,0.5731880477279852
kv_org,kv_buffer,kv_buffer,1024,2,0.85,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0901917076343274,0.0014297654552171,0.2320181678893072,0.003678071633546,2.5725,2.093442770337479,0.5436652425486039
kv_org,kv_buffer,kv_buffer,1024,2,0.9,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0856155601067554,0.0013572220049985,0.2320181678893072,0.003678071633546,2.7099999999999995,2.205337184689822,0.5160807514598833
kv_org,kv_buffer,kv_buffer,1024,2,0.95,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0813385338788106,0.0012894203798583,0.2320181678893072,0.003678071633546,2.8525,2.321300486836796,0.4902993291696
kv_org,kv_buffer,kv_buffer,1024,4,0.2,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2177869769034272,0.0034924571545772,0.2721466063385227,0.0043641744603597,1.2496,0.8570275949068475,1.3127948536264784
kv_org,kv_buffer,kv_buffer,1024,4,0.25,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.204309475726281,0.003276330386663,0.2721466063385227,0.0043641744603597,1.33203125,0.9135623707812596,1.231554026297542
kv_org,kv_buffer,kv_buffer,1024,4,0.3,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1909666734534578,0.0030623636659601,0.2721466063385227,0.0043641744603597,1.4251,0.9773927860929486,1.1511251484749474
kv_org,kv_buffer,kv_buffer,1024,4,0.35,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1778292868777128,0.0028516910151374,0.2721466063385227,0.0043641744603597,1.53038125,1.0495990412756364,1.0719344928537562
kv_org,kv_buffer,kv_buffer,1024,4,0.4,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1649773316795118,0.0026455955749028,0.2721466063385227,0.0043641744603597,1.6496,1.131364212994827,0.9944643847548784
kv_org,kv_buffer,kv_buffer,1024,4,0.45,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1524945875169017,0.0024454208455442,0.2721466063385227,0.0043641744603597,1.78463125,1.223974254147808,0.9192198383232656
kv_org,kv_buffer,kv_buffer,1024,4,0.5,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1404627645618182,0.0022524771408308,0.2721466063385227,0.0043641744603597,1.9375,1.3288179938636502,0.8466933930795602
kv_org,kv_buffer,kv_buffer,1024,4,0.55,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1289561335604752,0.0020679554750402,0.2721466063385227,0.0043641744603597,2.11038125,1.4473871375032066,0.7773327445416072
kv_org,kv_buffer,kv_buffer,1024,4,0.6,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1180372164896437,0.0018928584578243,0.2721466063385227,0.0043641744603597,2.3056,1.5812762666591131,0.7115147679960303
kv_org,kv_buffer,kv_buffer,1024,4,0.65,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1077538957195444,0.0017279539364108,0.2721466063385227,0.0043641744603597,2.52563125,1.73218283915579,0.649528092864565
kv_org,kv_buffer,kv_buffer,1024,4,0.7,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0981380427458522,0.0015737530057912,0.2721466063385227,0.0043641744603597,2.7731,1.901907189049439,0.5915648368582624
kv_org,kv_buffer,kv_buffer,1024,4,0.75,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0892055457396438,0.0014305104505148,0.2721466063385227,0.0043641744603597,3.05078125,2.0923525266280456,0.5377207720454056
kv_org,kv_buffer,kv_buffer,1024,4,0.8,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0809574626185515,0.0012982432354711,0.2721466063385227,0.0043641744603597,3.3616,2.3055249384113785,0.4880022754318323
kv_org,kv_buffer,kv_buffer,1024,4,0.85,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0733819536084971,0.0011767614966734,0.2721466063385227,0.0043641744603597,3.70863125,2.543533387150989,0.4423379782208456
kv_org,kv_buffer,kv_buffer,1024,4,0.9,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0664566448532447,0.0010657064443749,0.2721466063385227,0.0043641744603597,4.0951,2.808589711830211,0.4005930133798069
kv_org,kv_buffer,kv_buffer,1024,4,0.95,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.060151121512698,0.0009645903426816,0.2721466063385227,0.0043641744603597,4.52438125,3.103008627664162,0.3625840437499928
kv_org,kv_buffer,kv_buffer,1024,6,0.2,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2638197104373581,0.0040403208170483,0.3297704169313307,0.0050503363761773,1.249984,0.7408154676413042,1.590274878102416
kv_org,kv_buffer,kv_buffer,1024,6,0.25,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2473429093116151,0.0037879834822967,0.3297704169313307,0.0050503363761773,1.333251953125,0.790165049423016,1.490954615570401
kv_org,kv_buffer,kv_buffer,1024,6,0.3,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2308897874484464,0.0035360087884461,0.3297704169313307,0.0050503363761773,1.4282590000000002,0.8464719220389235,1.391777088910324
kv_org,kv_buffer,kv_buffer,1024,6,0.35,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2144887715728707,0.0032848320823806,0.3297704169313307,0.0050503363761773,1.5374717031249998,0.91119791832201,1.2929136511518329
kv_org,kv_buffer,kv_buffer,1024,6,0.4,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1981869596735275,0.0030351746558625,0.3297704169313307,0.0050503363761773,1.663936,0.9861482434696776,1.1946482035546864
kv_org,kv_buffer,kv_buffer,1024,6,0.45,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1820540095340499,0.0027881032972409,0.3297704169313307,0.0050503363761773,1.811387828125,1.0735370380518376,1.0974006352287335
kv_org,kv_buffer,kv_buffer,1024,6,0.5,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1661835171937414,0.0025450514021681,0.3297704169313307,0.0050503363761773,1.984375,1.1760596084435588,1.001735132336363
kv_org,kv_buffer,kv_buffer,1024,6,0.55,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1506908583414714,0.0023077859151865,0.3297704169313307,0.0050503363761773,2.188390328125,1.2969713246822594,0.9083471662631232
kv_org,kv_buffer,kv_buffer,1024,6,0.6,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.135707096962049,0.0020783140424496,0.3297704169313307,0.0050503363761773,2.430016,1.440173185749459,0.8180267756385021
kv_org,kv_buffer,kv_buffer,1024,6,0.65,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1213694531068697,0.0018587372684494,0.3297704169313307,0.0050503363761773,2.7170792031250004,1.6103040522770768,0.7316011071534892
kv_org,kv_buffer,kv_buffer,1024,6,0.7,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1078097190227112,0.0016510739524559,0.3297704169313307,0.0050503363761773,3.058819,1.8128395466782827,0.6498645893169785
kv_org,kv_buffer,kv_buffer,1024,6,0.75,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0951426095478432,0.00145708091828,0.3297704169313307,0.0050503363761773,3.466064453125,2.054197620702904,0.5735087099830922
kv_org,kv_buffer,kv_buffer,1024,6,0.8,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0834560950511336,0.0012781054060959,0.3297704169313307,0.0050503363761773,3.951424,2.341850790417376,0.5030637444197258
kv_org,kv_buffer,kv_buffer,1024,6,0.85,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0728052611805003,0.0011149910363049,0.3297704169313307,0.0050503363761773,4.529486078124999,2.684445038609253,0.4388617425782743
kv_org,kv_buffer,kv_buffer,1024,6,0.9,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.063210361780739,0.0009680479905481,0.3297704169313307,0.0050503363761773,5.217031,3.091925384616268,0.3810247923061931
kv_org,kv_buffer,kv_buffer,1024,6,0.95,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0546587981644916,0.0008370833236558,0.3297704169313307,0.0050503363761773,6.033254078125,3.575668121579939,0.3294769501648006
kv_org,kv_buffer,kv_buffer,1024,8,0.2,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.281138235133249,0.0045907156774825,0.3514226139880907,0.0057383916587951,1.24999936,0.6519968488102738,1.694668953526174
kv_org,kv_buffer,kv_buffer,1024,8,0.25,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2635679659230669,0.0043038101618292,0.3514226139880907,0.0057383916587951,1.3333282470703125,0.6954610084916922,1.588757391118166
kv_org,kv_buffer,kv_buffer,1024,8,0.3,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2460006718228869,0.004016953226847,0.3514226139880907,0.0057383916587951,1.42854331,0.7451249707111836,1.4828637623311447
kv_org,kv_buffer,kv_buffer,1024,8,0.35,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2284427039498707,0.0037302485801411,0.3514226139880907,0.0057383916587951,1.5383402836328124,0.8023948246873474,1.3770263509690512
kv_org,kv_buffer,kv_buffer,1024,8,0.4,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.2109088568842335,0.0034439378029085,0.3514226139880907,0.0057383916587951,1.66622976,0.8691016873111829,1.2713343370602066
kv_org,kv_buffer,kv_buffer,1024,8,0.45,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1934288015232796,0.0031585053922271,0.3514226139880907,0.0057383916587951,1.8168060351953124,0.9476419330701344,1.1659665733617288
kv_org,kv_buffer,kv_buffer,1024,8,0.5,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1760551647376736,0.0028748106940343,0.3514226139880907,0.0057383916587951,1.99609375,1.0411580010168024,1.0612402885984624
kv_org,kv_buffer,kv_buffer,1024,8,0.55,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1588718393547412,0.0025942235971234,0.3514226139880907,0.0057383916587951,2.2119880742578126,1.1537679939468126,0.9576611790867594
kv_org,kv_buffer,kv_buffer,1024,8,0.6,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1420000792256483,0.0023187240596996,0.3514226139880907,0.0057383916587951,2.47480576,1.290853106466802,0.8559601490985649
kv_org,kv_buffer,kv_buffer,1024,8,0.65,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1255993170020773,0.0020509154628834,0.3514226139880907,0.0057383916587951,2.7979659633203124,1.4594127401499195,0.7570982403251912
kv_org,kv_buffer,kv_buffer,1024,8,0.7,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.1098600327844167,0.0017939081626273,0.3514226139880907,0.0057383916587951,3.19882131,1.6684979854926898,0.6622236449086264
kv_org,kv_buffer,kv_buffer,1024,8,0.75,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.094987781252752,0.0015510586682014,0.3514226139880907,0.0057383916587951,3.699661254882813,1.929734971903551,0.5725754228238622
kv_org,kv_buffer,kv_buffer,1024,8,0.8,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0811803672478271,0.0013255969414895,0.3514226139880907,0.0057383916587951,4.32891136,2.2579504084698065,0.4893459189054836
kv_org,kv_buffer,kv_buffer,1024,8,0.85,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0686030123168778,0.0011202208906816,0.3514226139880907,0.0057383916587951,5.1225536914453125,2.6719124597662027,0.4135310696415376
kv_org,kv_buffer,kv_buffer,1024,8,0.9,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0573676735309697,0.0009367586665488,0.3514226139880907,0.0057383916587951,6.12579511,3.19520092248478,0.3458057393825545
kv_org,kv_buffer,kv_buffer,1024,8,0.95,gpt3_6.7b,gpt3_175b,8,0.1658956662587533,0.0029931321555025,0.0475215757906364,0.0007759814060771,0.3514226139880907,0.0057383916587951,7.395011805507812,3.857221490182096,0.2864545943985984
kv_org,kv_buffer,kv_buffer,2048,1,0.2,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1561741093810409,0.0028254543030252,0.1874089312572491,0.0033905451636302,1.2,1.074078334599443,0.9296155197126952
kv_org,kv_buffer,kv_buffer,2048,1,0.25,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1499271450057993,0.0027124361309041,0.1874089312572491,0.0033905451636302,1.25,1.1188315985410864,0.8924308989241873
kv_org,kv_buffer,kv_buffer,2048,1,0.3,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1441607163517301,0.0026081116643309,0.1874089312572491,0.0033905451636302,1.3,1.16358486248273,0.8581066335809492
kv_org,kv_buffer,kv_buffer,2048,1,0.35,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1388214305609253,0.0025115149360224,0.1874089312572491,0.0033905451636302,1.35,1.208338126424373,0.8263249064112844
kv_org,kv_buffer,kv_buffer,2048,1,0.4,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1338635223266065,0.0024218179740216,0.1874089312572491,0.0033905451636302,1.4,1.2530913903660166,0.7968133026108816
kv_org,kv_buffer,kv_buffer,2048,1,0.45,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1292475387981028,0.0023383070094001,0.1874089312572491,0.0033905451636302,1.45,1.29784465430766,0.7693369818311959
kv_org,kv_buffer,kv_buffer,2048,1,0.5,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1249392875048327,0.0022603634424201,0.1874089312572491,0.0033905451636302,1.5,1.3425979182493035,0.743692415770156
kv_org,kv_buffer,kv_buffer,2048,1,0.55,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1209089879079026,0.0021874484926646,0.1874089312572491,0.0033905451636302,1.5500000000000005,1.3873511821909472,0.7197023378420864
kv_org,kv_buffer,kv_buffer,2048,1,0.6,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1171305820357807,0.0021190907272689,0.1874089312572491,0.0033905451636302,1.6,1.4321044461325905,0.6972116397845213
kv_org,kv_buffer,kv_buffer,2048,1,0.65,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1135811704589389,0.0020548758567456,0.1874089312572491,0.0033905451636302,1.65,1.476857710074234,0.6760840143365056
kv_org,kv_buffer,kv_buffer,2048,1,0.7,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1102405477983818,0.0019944383315472,0.1874089312572491,0.0033905451636302,1.6999999999999995,1.521610974015877,0.6561991903854318
kv_org,kv_buffer,kv_buffer,2048,1,0.75,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1070908178612852,0.0019374543792172,0.1874089312572491,0.0033905451636302,1.75,1.5663642379575209,0.6374506420887052
kv_org,kv_buffer,kv_buffer,2048,1,0.8,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.104116072920694,0.0018836362020168,0.1874089312572491,0.0033905451636302,1.7999999999999998,1.611117501899164,0.6197436798084635
kv_org,kv_buffer,kv_buffer,2048,1,0.85,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1013021250039184,0.0018327271154758,0.1874089312572491,0.0033905451636302,1.8500000000000003,1.655870765840808,0.6029938506244508
kv_org,kv_buffer,kv_buffer,2048,1,0.9,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.0986362796090785,0.0017844974545422,0.1874089312572491,0.0033905451636302,1.9,1.7006240297824513,0.5871255913974917
kv_org,kv_buffer,kv_buffer,2048,1,0.95,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.0961071442344868,0.0017387411095539,0.1874089312572491,0.0033905451636302,1.9499999999999988,1.7453772937240937,0.5720710890539665
kv_org,kv_buffer,kv_buffer,2048,2,0.2,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1896249825119304,0.0030226536725517,0.2351349783147937,0.0037480905539641,1.24,1.004004950960245,1.128729514558951
kv_org,kv_buffer,kv_buffer,2048,2,0.25,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1791504596684142,0.0028556880411155,0.2351349783147937,0.0037480905539641,1.3125,1.0627068533349364,1.0663806461356948
kv_org,kv_buffer,kv_buffer,2048,2,0.3,gpt3_6.7b,gpt3_175b,8,0.167998603798383,0.0030347592522801,0.1691618549027293,0.0026964680244346,0.2351349783147937,0.0037480905539641,1.39,1.125457162769952,1.0069241712612227
