experiment,arch,ctx,Ld,Lt,method,config,tau,L_per_tok,E_per_tok,latency_speedup,energy_ratio,alpha,tree_depth,tree_nodes,tree_layer_counts
eagle,kv_buffer,512,32,96,vanilla,g2,2.19,0.1401171869310337,9.036637338956707,2.036456713009258,0.5707656161417255,0.7,,,
eagle,kv_buffer,512,32,96,vanilla,g2,2.3125,0.13269476297468705,8.557939793433595,2.1503681044903695,0.5405304645839476,0.75,,,
eagle,kv_buffer,512,32,96,vanilla,g2,2.44,0.12576091777826384,8.110752365702947,2.2689289405217306,0.5122855325206471,0.8,,,
eagle,kv_buffer,512,32,96,vanilla,g2,2.5725000000000002,0.11928343610455346,7.692997384767808,2.392139221103341,0.48589959158420937,0.85,,,
eagle,kv_buffer,512,32,96,vanilla,g2,2.7099999999999995,0.11323123224316009,7.302670026684573,2.5199989462352006,0.46124601452043507,0.9,,,
eagle,kv_buffer,512,32,96,vanilla,g2,2.8524999999999996,0.10757463256054824,6.93785653718324,2.6525081159173096,0.4382039261526307,0.95,,,
eagle,kv_buffer,512,32,96,vanilla,g4,1.2496,0.26284264177001065,16.9023185009894,1.0856023361055458,1.0675721368004671,0.2,,,
eagle,kv_buffer,512,32,96,vanilla,g4,1.33203125,0.2465769216418949,15.856337603818496,1.1572152983079307,1.0015066404379507,0.25,,,
eagle,kv_buffer,512,32,96,vanilla,g4,1.4251,0.2304737668625397,14.820810608965234,1.2380696936491784,0.9361014259672051,0.3,,,
eagle,kv_buffer,512,32,96,vanilla,g4,1.53038125,0.21461852408071866,13.801225804900808,1.329533818927757,0.871703140734287,0.35,,,
eagle,kv_buffer,512,32,96,vanilla,g4,1.6496,0.1991077625823262,12.803793161273251,1.433106284922942,0.8087040143949225,0.4,,,
eagle,kv_buffer,512,32,96,vanilla,g4,1.78463125,0.1840425943207065,11.835014767805033,1.5504160163948144,0.7475147272837815,0.45,,,
eagle,kv_buffer,512,32,96,vanilla,g4,1.9375,0.16952163362880274,10.901232102625215,1.683222252084263,0.6885358153010911,0.5,,,
eagle,kv_buffer,512,32,96,vanilla,g4,2.11038125,0.15563451634902714,10.008209274431506,1.8334145447129815,0.63213134695253,0.55,,,
eagle,kv_buffer,512,32,96,vanilla,g4,2.3056,0.14245669897458593,9.160798576872118,2.003012760983472,0.5786077993346045,0.6,,,
eagle,kv_buffer,512,32,96,vanilla,g4,2.52563125,0.13004596975738456,8.362716132387241,2.1941670815790406,0.5281998875116326,0.65,,,
eagle,kv_buffer,512,32,96,vanilla,g4,2.7731,0.11844079375276959,7.616435468910733,2.4091580011638034,0.4810638426835902,0.7,,,
eagle,kv_buffer,512,32,96,vanilla,g4,3.05078125,0.10766034606899637,6.923189658005258,2.65039632838268,0.4372775472334714,0.75,,,
eagle,kv_buffer,512,32,96,vanilla,g4,3.3616,0.0977059034851872,6.283060804032709,2.920423185861398,0.3968461869781842,0.8,,,
